TANAMAN,JENIS,KODE PROVINSI (BPS),PROVINSI,TAHUN,LUAS PANEN (HA),PRODUKSI (KWINTAL),PRODUKTIVITAS
Labu Siam,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,1.01,31.65, 31.34 
Labu Siam,Sayuran,21,KEPULAUAN RIAU,2022,1.2,21, 17.50 
Labu Siam,Sayuran,31,DKI JAKARTA,2022,0,0, -   
Labu Siam,Sayuran,32,JAWA BARAT,2022,1927.5,1028211, 533.44 
Labu Siam,Sayuran,33,JAWA TENGAH,2022,1119.51,1126150.7," 1,005.93 "
Labu Siam,Sayuran,34,DI YOGYAKARTA,2022,10.9,1263.35, 115.90 
Labu Siam,Sayuran,35,JAWA TIMUR,2022,634.73,328757, 517.95 
Labu Siam,Sayuran,36,BANTEN,2022,11.5,910.37, 79.16 
Labu Siam,Sayuran,51,BALI,2022,308,673678.11," 2,187.27 "
Labu Siam,Sayuran,52,NUSA TENGGARA BARAT,2022,45.35,18515.95, 408.29 
Labu Siam,Sayuran,53,NUSA TENGGARA TIMUR,2022,1100.67,237773.09, 216.03 
Labu Siam,Sayuran,61,KALIMANTAN BARAT,2022,128.9,14941.4, 115.91 
Labu Siam,Sayuran,62,KALIMANTAN TENGAH,2022,37.47,944.7, 25.21 
Labu Siam,Sayuran,63,KALIMANTAN SELATAN,2022,0,0, -   
Labu Siam,Sayuran,64,KALIMANTAN TIMUR,2022,54.2,3235.3, 59.69 
Labu Siam,Sayuran,65,KALIMANTAN UTARA,2022,6.5,1256.3, 193.28 
Labu Siam,Sayuran,71,SULAWESI UTARA,2022,310.9,255547.3, 821.96 
Labu Siam,Sayuran,72,SULAWESI TENGAH,2022,193.21,22516.62, 116.54 
Labu Siam,Sayuran,73,SULAWESI SELATAN,2022,355.25,110430.48, 310.85 
Labu Siam,Sayuran,74,SULAWESI TENGGARA,2022,157.05,6006.95, 38.25 
Labu Siam,Sayuran,75,GORONTALO,2022,0,0, -   
Labu Siam,Sayuran,76,SULAWESI BARAT,2022,476.1,1682, 3.53 
Labu Siam,Sayuran,81,MALUKU,2022,83.58,5472.24, 65.47 
Labu Siam,Sayuran,82,MALUKU UTARA,2022,6.31,4349.4, 689.29 
Labu Siam,Sayuran,91,PAPUA BARAT,2022,181.8,2042.78, 11.24 
Labu Siam,Sayuran,94,PAPUA,2022,63.3,3750, 59.24 
Melon,Buah,11,ACEH,2022,49.13,5589, 113.76 
Melon,Buah,12,SUMATERA UTARA,2022,116.96,21130.64, 180.67 
Melon,Buah,13,SUMATERA BARAT,2022,96.95,8492, 87.59 
Melon,Buah,14,RIAU,2022,183.41,12554.3, 68.45 
Melon,Buah,15,JAMBI,2022,83.5,8673, 103.87 
Melon,Buah,16,SUMATERA SELATAN,2022,186.86,19281.4, 103.19 
Melon,Buah,17,BENGKULU,2022,59.95,4022.8, 67.10 
Melon,Buah,18,LAMPUNG,2022,98.25,8219.5, 83.66 
Melon,Buah,19,KEPULAUAN BANGKA BELITUNG,2022,15.55,2509.3, 161.37 
Melon,Buah,21,KEPULAUAN RIAU,2022,3.1,606, 195.48 
Melon,Buah,31,DKI JAKARTA,2022,0.69000001,53.1, 76.96 
Melon,Buah,32,JAWA BARAT,2022,86.8,12815, 147.64 
Melon,Buah,33,JAWA TENGAH,2022,1533.75,262312.35, 171.03 
Melon,Buah,34,DI YOGYAKARTA,2022,347.94,70014.27, 201.23 
Melon,Buah,35,JAWA TIMUR,2022,3277.85,622867.86, 190.02 
Melon,Buah,36,BANTEN,2022,27.93,2895.8, 103.68 
Melon,Buah,51,BALI,2022,12.43,2184.44, 175.74 
Melon,Buah,52,NUSA TENGGARA BARAT,2022,140.82,16888.85, 119.93 
Melon,Buah,53,NUSA TENGGARA TIMUR,2022,37.68,3556.95, 94.40 
Melon,Buah,61,KALIMANTAN BARAT,2022,44.75,3716.1, 83.04 
Melon,Buah,62,KALIMANTAN TENGAH,2022,46.3,3753.95, 81.08 
Melon,Buah,63,KALIMANTAN SELATAN,2022,68,8704.5, 128.01 
Melon,Buah,64,KALIMANTAN TIMUR,2022,77.35,4697.8, 60.73 
Melon,Buah,65,KALIMANTAN UTARA,2022,44.3,9197, 207.61 
Melon,Buah,71,SULAWESI UTARA,2022,19.8,9400, 474.75 
Melon,Buah,72,SULAWESI TENGAH,2022,83.75,15992, 190.95 
Melon,Buah,73,SULAWESI SELATAN,2022,85.4,9814.1, 114.92 
Melon,Buah,74,SULAWESI TENGGARA,2022,52.15,2045.2, 39.22 
Melon,Buah,75,GORONTALO,2022,0,0, -   
Melon,Buah,76,SULAWESI BARAT,2022,10,645, 64.50 
Melon,Buah,81,MALUKU,2022,27.5,2068, 75.20 
Melon,Buah,82,MALUKU UTARA,2022,24,555, 23.13 
Melon,Buah,91,PAPUA BARAT,2022,31.99,4343.9, 135.79 
Melon,Buah,94,PAPUA,2022,124.2,27359, 220.28 
Mentimun,Sayuran,11,ACEH,2022,1418.59,137017.64, 96.59 
Mentimun,Sayuran,12,SUMATERA UTARA,2022,1961.2,250302.16, 127.63 
Mentimun,Sayuran,13,SUMATERA BARAT,2022,1567.58,181930.87, 116.06 
Mentimun,Sayuran,14,RIAU,2022,1317.04,155466.01, 118.04 
Mentimun,Sayuran,15,JAMBI,2022,938.46,54386.87, 57.95 
Mentimun,Sayuran,16,SUMATERA SELATAN,2022,1265.83,118326.67, 93.48 
Mentimun,Sayuran,17,BENGKULU,2022,1794.62,185411.9, 103.32 
Mentimun,Sayuran,18,LAMPUNG,2022,1607.04,112412.62, 69.95 
Mentimun,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,419.12,47805.65, 114.06 
Mentimun,Sayuran,21,KEPULAUAN RIAU,2022,317.22,44210.84, 139.37 
Mentimun,Sayuran,31,DKI JAKARTA,2022,0,0, -   
Mentimun,Sayuran,32,JAWA BARAT,2022,7242.74,1355202.2, 187.11 
Mentimun,Sayuran,33,JAWA TENGAH,2022,2330.3,246023.64, 105.58 
Mentimun,Sayuran,34,DI YOGYAKARTA,2022,141.8,12490.26, 88.08 
Mentimun,Sayuran,35,JAWA TIMUR,2022,2799.94,543945.37, 194.27 
Mentimun,Sayuran,36,BANTEN,2022,1276.35,158508.96, 124.19 
Mentimun,Sayuran,51,BALI,2022,481.7,46846, 97.25 
Mentimun,Sayuran,52,NUSA TENGGARA BARAT,2022,500.69,68737.21, 137.28 
Mentimun,Sayuran,53,NUSA TENGGARA TIMUR,2022,479.17,53053.83, 110.72 
Mentimun,Sayuran,61,KALIMANTAN BARAT,2022,2344.8,91241.23, 38.91 
Mentimun,Sayuran,62,KALIMANTAN TENGAH,2022,714.23,53670.14, 75.14 
Mentimun,Sayuran,63,KALIMANTAN SELATAN,2022,783.35,42907.91, 54.77 
Mentimun,Sayuran,64,KALIMANTAN TIMUR,2022,847.95,119111.05, 140.47 
Mentimun,Sayuran,65,KALIMANTAN UTARA,2022,208.08,48168.81, 231.49 
Mentimun,Sayuran,71,SULAWESI UTARA,2022,393.67,25589.65, 65.00 
Mentimun,Sayuran,72,SULAWESI TENGAH,2022,518.63,31381.34, 60.51 
Mentimun,Sayuran,73,SULAWESI SELATAN,2022,923.01,91508.55, 99.14 
Mentimun,Sayuran,74,SULAWESI TENGGARA,2022,609.25,24342.65, 39.96 
Mentimun,Sayuran,75,GORONTALO,2022,29,1727, 59.55 
Mentimun,Sayuran,76,SULAWESI BARAT,2022,4833.1,13376.5, 2.77 
Mentimun,Sayuran,81,MALUKU,2022,409.46,26929.88, 65.77 
Mentimun,Sayuran,82,MALUKU UTARA,2022,466.32,31972.16, 68.56 
Mentimun,Sayuran,91,PAPUA BARAT,2022,209.85,47618, 226.91 
Mentimun,Sayuran,94,PAPUA,2022,236.22,18943.54, 80.19 
Paprika,Sayuran,11,ACEH,2022,0,0, -   
Paprika,Sayuran,12,SUMATERA UTARA,2022,4.1,404.2, 98.59 
Paprika,Sayuran,13,SUMATERA BARAT,2022,0,0, -   
Paprika,Sayuran,14,RIAU,2022,6,30, 5.00 
Paprika,Sayuran,15,JAMBI,2022,10,299, 29.90 
Paprika,Sayuran,16,SUMATERA SELATAN,2022,1,196.3, 196.30 
Paprika,Sayuran,17,BENGKULU,2022,0,0, -   
Paprika,Sayuran,18,LAMPUNG,2022,0,0, -   
Paprika,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,0,0, -   
Paprika,Sayuran,21,KEPULAUAN RIAU,2022,0,0, -   
Paprika,Sayuran,31,DKI JAKARTA,2022,0,0, -   
Paprika,Sayuran,32,JAWA BARAT,2022,91.5,30657, 335.05 
Paprika,Sayuran,33,JAWA TENGAH,2022,16,770, 48.13 
Paprika,Sayuran,34,DI YOGYAKARTA,2022,0.03,0.06, 2.00 
Paprika,Sayuran,35,JAWA TIMUR,2022,547.97,175170.2, 319.67 
Paprika,Sayuran,36,BANTEN,2022,0.1,1, 10.00 
Paprika,Sayuran,51,BALI,2022,4.5,871.4, 193.64 
Paprika,Sayuran,52,NUSA TENGGARA BARAT,2022,7,550, 78.57 
Paprika,Sayuran,53,NUSA TENGGARA TIMUR,2022,17.55,383.7, 21.86 
Paprika,Sayuran,61,KALIMANTAN BARAT,2022,0,0, -   
Paprika,Sayuran,62,KALIMANTAN TENGAH,2022,0.5,1, 2.00 
Paprika,Sayuran,63,KALIMANTAN SELATAN,2022,0,0, -   
Paprika,Sayuran,64,KALIMANTAN TIMUR,2022,0,0, -   
Paprika,Sayuran,65,KALIMANTAN UTARA,2022,0,0, -   
Paprika,Sayuran,71,SULAWESI UTARA,2022,0.1,0.40000001, 4.00 
Paprika,Sayuran,72,SULAWESI TENGAH,2022,2.5,147, 58.80 
Paprika,Sayuran,73,SULAWESI SELATAN,2022,2,116.2, 58.10 
Paprika,Sayuran,74,SULAWESI TENGGARA,2022,1,3, 3.00 
Paprika,Sayuran,75,GORONTALO,2022,0,0, -   
Paprika,Sayuran,76,SULAWESI BARAT,2022,0,0, -   
Paprika,Sayuran,81,MALUKU,2022,13.5,370, 27.41 
Paprika,Sayuran,82,MALUKU UTARA,2022,0,0, -   
Paprika,Sayuran,91,PAPUA BARAT,2022,0,0, -   
Paprika,Sayuran,94,PAPUA,2022,0,0, -   
Petsai/Sawi,Sayuran,11,ACEH,2022,397.6,31493.9, 79.21 
Petsai/Sawi,Sayuran,12,SUMATERA UTARA,2022,6432.69,743703.53, 115.61 
Petsai/Sawi,Sayuran,13,SUMATERA BARAT,2022,3710.9,473625.45, 127.63 
Petsai/Sawi,Sayuran,14,RIAU,2022,639.79,22493.81, 35.16 
Petsai/Sawi,Sayuran,15,JAMBI,2022,1439.23,255009.82, 177.18 
Petsai/Sawi,Sayuran,16,SUMATERA SELATAN,2022,559.05,46191.8, 82.63 
Petsai/Sawi,Sayuran,17,BENGKULU,2022,2716.25,363700.13, 133.90 
Petsai/Sawi,Sayuran,18,LAMPUNG,2022,1428.85,110458.85, 77.31 
Petsai/Sawi,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,361.75,13773.14, 38.07 
Petsai/Sawi,Sayuran,21,KEPULAUAN RIAU,2022,385.82,20734.1, 53.74 
Petsai/Sawi,Sayuran,31,DKI JAKARTA,2022,335.74,21763.41, 64.82 
Petsai/Sawi,Sayuran,32,JAWA BARAT,2022,11755.3,1735371.4, 147.62 
Petsai/Sawi,Sayuran,33,JAWA TENGAH,2022,10551.95,1206797.5, 114.37 
Petsai/Sawi,Sayuran,34,DI YOGYAKARTA,2022,582.07,47126.2, 80.96 
Petsai/Sawi,Sayuran,35,JAWA TIMUR,2022,7241.68,829937.39, 114.61 
Petsai/Sawi,Sayuran,36,BANTEN,2022,1149.25,68278.22, 59.41 
Petsai/Sawi,Sayuran,51,BALI,2022,1940.72,223731.24, 115.28 
Petsai/Sawi,Sayuran,52,NUSA TENGGARA BARAT,2022,277.12,26752.86, 96.54 
Petsai/Sawi,Sayuran,53,NUSA TENGGARA TIMUR,2022,1976,121574.71, 61.53 
Petsai/Sawi,Sayuran,61,KALIMANTAN BARAT,2022,1770.1,42775.15, 24.17 
Petsai/Sawi,Sayuran,62,KALIMANTAN TENGAH,2022,391.15,20458.25, 52.30 
Petsai/Sawi,Sayuran,63,KALIMANTAN SELATAN,2022,570.87,12202.1, 21.37 
Petsai/Sawi,Sayuran,64,KALIMANTAN TIMUR,2022,1069.61,84927.48, 79.40 
Petsai/Sawi,Sayuran,65,KALIMANTAN UTARA,2022,462.29,31504.2, 68.15 
Petsai/Sawi,Sayuran,71,SULAWESI UTARA,2022,2589.46,587858.5, 227.02 
Petsai/Sawi,Sayuran,72,SULAWESI TENGAH,2022,1485.28,134857.46, 90.80 
Petsai/Sawi,Sayuran,73,SULAWESI SELATAN,2022,2241.97,178387.64, 79.57 
Petsai/Sawi,Sayuran,74,SULAWESI TENGGARA,2022,743.78,14516.38, 19.52 
Petsai/Sawi,Sayuran,75,GORONTALO,2022,22,352, 16.00 
Petsai/Sawi,Sayuran,76,SULAWESI BARAT,2022,3245.2,5205, 1.60 
Petsai/Sawi,Sayuran,81,MALUKU,2022,754.28,38247.95, 50.71 
Petsai/Sawi,Sayuran,82,MALUKU UTARA,2022,466.01,13101.35, 28.11 
Petsai/Sawi,Sayuran,91,PAPUA BARAT,2022,811.14,35042.22, 43.20 
Petsai/Sawi,Sayuran,94,PAPUA,2022,884.95,44128.52, 49.87 
Semangka,Buah,11,ACEH,2022,816.99,51201.5, 62.67 
Semangka,Buah,12,SUMATERA UTARA,2022,2264.94,294184.5, 129.89 
Semangka,Buah,13,SUMATERA BARAT,2022,832.6,119123.55, 143.07 
Semangka,Buah,14,RIAU,2022,1626.61,175390.58, 107.83 
Semangka,Buah,15,JAMBI,2022,506.7,58488, 115.43 
Semangka,Buah,16,SUMATERA SELATAN,2022,1508.81,169466, 112.32 
Semangka,Buah,17,BENGKULU,2022,207.26,8091.4, 39.04 
Semangka,Buah,18,LAMPUNG,2022,1504.75,194424.7, 129.21 
Semangka,Buah,19,KEPULAUAN BANGKA BELITUNG,2022,238.46,36051.76, 151.19 
Semangka,Buah,21,KEPULAUAN RIAU,2022,130.77,9630.43, 73.64 
Semangka,Buah,31,DKI JAKARTA,2022,0.06,2, 33.33 
Semangka,Buah,32,JAWA BARAT,2022,434.2,82320.24, 189.59 
Semangka,Buah,33,JAWA TENGAH,2022,3178.52,598366.55, 188.25 
Semangka,Buah,34,DI YOGYAKARTA,2022,409.3,82984.378, 202.75 
Semangka,Buah,35,JAWA TIMUR,2022,5498.3,973570.97, 177.07 
Semangka,Buah,36,BANTEN,2022,60.54,5128.64, 84.71 
Semangka,Buah,51,BALI,2022,1455.5,245615.8, 168.75 
Semangka,Buah,52,NUSA TENGGARA BARAT,2022,515.47,76013.48, 147.46 
Semangka,Buah,53,NUSA TENGGARA TIMUR,2022,151.82,18372.09, 121.01 
Semangka,Buah,61,KALIMANTAN BARAT,2022,874,58620.36, 67.07 
Semangka,Buah,62,KALIMANTAN TENGAH,2022,1055.1,113452.32, 107.53 
Semangka,Buah,63,KALIMANTAN SELATAN,2022,351.05,35259.75, 100.44 
Semangka,Buah,64,KALIMANTAN TIMUR,2022,513.72,36648.26, 71.34 
Semangka,Buah,65,KALIMANTAN UTARA,2022,124.65,24962.5, 200.26 
Semangka,Buah,71,SULAWESI UTARA,2022,132.6,11757.6, 88.67 
Semangka,Buah,72,SULAWESI TENGAH,2022,310.3,40583.4, 130.79 
Semangka,Buah,73,SULAWESI SELATAN,2022,943.15,62466.66, 66.23 
Semangka,Buah,74,SULAWESI TENGGARA,2022,412.14,12530.78, 30.40 
Semangka,Buah,75,GORONTALO,2022,15,1735, 115.67 
Semangka,Buah,76,SULAWESI BARAT,2022,214.5,1557, 7.26 
Semangka,Buah,81,MALUKU,2022,103,10323, 100.22 
Semangka,Buah,82,MALUKU UTARA,2022,370.76,12959.34, 34.95 
Semangka,Buah,91,PAPUA BARAT,2022,98.55,13824.91, 140.28 
Semangka,Buah,94,PAPUA,2022,237,43057.29, 181.68 
Stroberi,Buah,11,ACEH,2022,11,200, 18.18 
Stroberi,Buah,12,SUMATERA UTARA,2022,58.3,1101.3, 18.89 
Stroberi,Buah,13,SUMATERA BARAT,2022,52.2,993.2, 19.03 
Stroberi,Buah,14,RIAU,2022,0,0, -   
Stroberi,Buah,15,JAMBI,2022,48.000002,123.07, 2.56 
Stroberi,Buah,16,SUMATERA SELATAN,2022,6,1692, 282.00 
Stroberi,Buah,17,BENGKULU,2022,22,739, 33.59 
Stroberi,Buah,18,LAMPUNG,2022,0,0, -   
Stroberi,Buah,19,KEPULAUAN BANGKA BELITUNG,2022,0,0, -   
Stroberi,Buah,21,KEPULAUAN RIAU,2022,0,0, -   
Stroberi,Buah,31,DKI JAKARTA,2022,0,0, -   
Stroberi,Buah,32,JAWA BARAT,2022,395,254132, 643.37 
Stroberi,Buah,33,JAWA TENGAH,2022,36.5,13033, 357.07 
Stroberi,Buah,34,DI YOGYAKARTA,2022,1.59,438.38, 275.71 
Stroberi,Buah,35,JAWA TIMUR,2022,44.9,10847.83, 241.60 
Stroberi,Buah,36,BANTEN,2022,1,173, 173.00 
Stroberi,Buah,51,BALI,2022,11.5,1958, 170.26 
Stroberi,Buah,52,NUSA TENGGARA BARAT,2022,50.07,2449.7, 48.93 
Stroberi,Buah,53,NUSA TENGGARA TIMUR,2022,5.11,804.24, 157.39 
Stroberi,Buah,61,KALIMANTAN BARAT,2022,0,0, -   
Stroberi,Buah,62,KALIMANTAN TENGAH,2022,0,0, -   
Stroberi,Buah,63,KALIMANTAN SELATAN,2022,0,0, -   
Stroberi,Buah,64,KALIMANTAN TIMUR,2022,0,0, -   
Stroberi,Buah,65,KALIMANTAN UTARA,2022,0,0, -   
Stroberi,Buah,71,SULAWESI UTARA,2022,0,0, -   
Stroberi,Buah,72,SULAWESI TENGAH,2022,3,12, 4.00 
Stroberi,Buah,73,SULAWESI SELATAN,2022,10,137, 13.70 
Stroberi,Buah,74,SULAWESI TENGGARA,2022,1.95,113, 57.95 
Stroberi,Buah,75,GORONTALO,2022,0,0, -   
Stroberi,Buah,76,SULAWESI BARAT,2022,0,0, -   
Stroberi,Buah,81,MALUKU,2022,0,0, -   
Stroberi,Buah,82,MALUKU UTARA,2022,0,0, -   
Stroberi,Buah,91,PAPUA BARAT,2022,1.22,5.12, 4.20 
Stroberi,Buah,94,PAPUA,2022,0,0, -   
Terung,Sayuran,11,ACEH,2022,1016.68,88193.04, 86.75 
Terung,Sayuran,12,SUMATERA UTARA,2022,3859.14,571141.75, 148.00 
Terung,Sayuran,13,SUMATERA BARAT,2022,5166.91,861586.6, 166.75 
Terung,Sayuran,14,RIAU,2022,877.92,91949.65, 104.74 
Terung,Sayuran,15,JAMBI,2022,1221.14,163828.7, 134.16 
Terung,Sayuran,16,SUMATERA SELATAN,2022,1587.67,137368.44, 86.52 
Terung,Sayuran,17,BENGKULU,2022,3207.6,893431.23, 278.54 
Terung,Sayuran,18,LAMPUNG,2022,2434.97,182881.93, 75.11 
Terung,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,285.47,36177.93, 126.73 
Terung,Sayuran,21,KEPULAUAN RIAU,2022,68.13,5514.66, 80.94 
Terung,Sayuran,31,DKI JAKARTA,2022,1.59,12.71, 7.99 
Terung,Sayuran,32,JAWA BARAT,2022,4842.62,1042042.1, 215.18 
Terung,Sayuran,33,JAWA TENGAH,2022,4133.45,528326.34, 127.82 
Terung,Sayuran,34,DI YOGYAKARTA,2022,300.53,28927.28, 96.25 
Terung,Sayuran,35,JAWA TIMUR,2022,3776.5,1025402.5, 271.52 
Terung,Sayuran,36,BANTEN,2022,474.01,54584.83, 115.16 
Terung,Sayuran,51,BALI,2022,142.18,11928.75, 83.90 
Terung,Sayuran,52,NUSA TENGGARA BARAT,2022,593.33,169491.02, 285.66 
Terung,Sayuran,53,NUSA TENGGARA TIMUR,2022,1008.19,166234.97, 164.88 
Terung,Sayuran,61,KALIMANTAN BARAT,2022,1640.41,71372.22, 43.51 
Terung,Sayuran,62,KALIMANTAN TENGAH,2022,771.42,49831.3, 64.60 
Terung,Sayuran,63,KALIMANTAN SELATAN,2022,993.38,49578.18, 49.91 
Terung,Sayuran,64,KALIMANTAN TIMUR,2022,914.86,122699.74, 134.12 
Terung,Sayuran,65,KALIMANTAN UTARA,2022,241.41,91653.25, 379.66 
Terung,Sayuran,71,SULAWESI UTARA,2022,724.5,91883.86, 126.82 
Terung,Sayuran,72,SULAWESI TENGAH,2022,965.09,51691.4, 53.56 
Terung,Sayuran,73,SULAWESI SELATAN,2022,1445.8,113793.92, 78.71 
Terung,Sayuran,74,SULAWESI TENGGARA,2022,1230.61,52205.57, 42.42 
Terung,Sayuran,75,GORONTALO,2022,48,3539.78, 73.75 
Terung,Sayuran,76,SULAWESI BARAT,2022,4742.12,16614, 3.50 
Terung,Sayuran,81,MALUKU,2022,505.94,40826.25, 80.69 
Terung,Sayuran,82,MALUKU UTARA,2022,629.22,42159.42, 67.00 
Terung,Sayuran,91,PAPUA BARAT,2022,284.99,34820.69, 122.18 
Terung,Sayuran,94,PAPUA,2022,264.3,25689.66, 97.20 
Tomat,Sayuran,11,ACEH,2022,574.96,88458.47, 153.85 
Tomat,Sayuran,12,SUMATERA UTARA,2022,6354.22,1830153.3, 288.02 
Tomat,Sayuran,13,SUMATERA BARAT,2022,4556.57,1186348.1, 260.36 
Tomat,Sayuran,14,RIAU,2022,45.33,2032.17, 44.83 
Tomat,Sayuran,15,JAMBI,2022,1152.82,480081.4, 416.44 
Tomat,Sayuran,16,SUMATERA SELATAN,2022,911.05,90542.95, 99.38 
Tomat,Sayuran,17,BENGKULU,2022,3615.99,397089.95, 109.82 
Tomat,Sayuran,18,LAMPUNG,2022,1582.64,161902.16, 102.30 
Tomat,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,108.42,19262.72, 177.67 
Tomat,Sayuran,21,KEPULAUAN RIAU,2022,17.42,879.41, 50.48 
Tomat,Sayuran,31,DKI JAKARTA,2022,0.22,2.15, 9.77 
Tomat,Sayuran,32,JAWA BARAT,2022,9672.18,2729614.6, 282.21 
Tomat,Sayuran,33,JAWA TENGAH,2022,4972.21,805773.11, 162.06 
Tomat,Sayuran,34,DI YOGYAKARTA,2022,105.83,8835.06, 83.48 
Tomat,Sayuran,35,JAWA TIMUR,2022,5116.99,1020985.2, 199.53 
Tomat,Sayuran,36,BANTEN,2022,241.34,18948.13, 78.51 
Tomat,Sayuran,51,BALI,2022,416.1,60042.45, 144.30 
Tomat,Sayuran,52,NUSA TENGGARA BARAT,2022,1558.63,407416.57, 261.39 
Tomat,Sayuran,53,NUSA TENGGARA TIMUR,2022,1245,92150.37, 74.02 
Tomat,Sayuran,61,KALIMANTAN BARAT,2022,716.22,31364.08, 43.79 
Tomat,Sayuran,62,KALIMANTAN TENGAH,2022,380.08,24251.14, 63.81 
Tomat,Sayuran,63,KALIMANTAN SELATAN,2022,753.31,43031.23, 57.12 
Tomat,Sayuran,64,KALIMANTAN TIMUR,2022,726.45,88408.71, 121.70 
Tomat,Sayuran,65,KALIMANTAN UTARA,2022,236.7,77826.14, 328.80 
Tomat,Sayuran,71,SULAWESI UTARA,2022,3108.76,820788.51, 264.02 
Tomat,Sayuran,72,SULAWESI TENGAH,2022,1579.32,188704.85, 119.48 
Tomat,Sayuran,73,SULAWESI SELATAN,2022,4622.97,659186.35, 142.59 
Tomat,Sayuran,74,SULAWESI TENGGARA,2022,1229.88,41150.08, 33.46 
Tomat,Sayuran,75,GORONTALO,2022,620.1,43700.5, 70.47 
Tomat,Sayuran,76,SULAWESI BARAT,2022,4892.69,19666.5, 4.02 
Tomat,Sayuran,81,MALUKU,2022,536.74,50859.19, 94.76 
Tomat,Sayuran,82,MALUKU UTARA,2022,932.61,84789.96, 90.92 
Tomat,Sayuran,91,PAPUA BARAT,2022,377.15,55838.1, 148.05 
Tomat,Sayuran,94,PAPUA,2022,407.89,57353.14, 140.61 
Wortel,Sayuran,11,ACEH,2022,34.5,2201, 63.80 
Wortel,Sayuran,12,SUMATERA UTARA,2022,6448.2,1519698.9, 235.68 
Wortel,Sayuran,13,SUMATERA BARAT,2022,1367.25,253116, 185.13 
Wortel,Sayuran,14,RIAU,2022,0.5,50, 100.00 
Wortel,Sayuran,15,JAMBI,2022,593,109242, 184.22 
Wortel,Sayuran,16,SUMATERA SELATAN,2022,125,18977, 151.82 
Wortel,Sayuran,17,BENGKULU,2022,1697.5,423046, 249.22 
Wortel,Sayuran,18,LAMPUNG,2022,332.4,62290, 187.39 
Wortel,Sayuran,19,KEPULAUAN BANGKA BELITUNG,2022,0,0, -   
Wortel,Sayuran,21,KEPULAUAN RIAU,2022,0,0, -   
Wortel,Sayuran,31,DKI JAKARTA,2022,0,0, -   
Wortel,Sayuran,32,JAWA BARAT,2022,6355.5,1280912, 201.54 
Wortel,Sayuran,33,JAWA TENGAH,2022,7817.52,1364987, 174.61 
Wortel,Sayuran,34,DI YOGYAKARTA,2022,0,0, -   
Wortel,Sayuran,35,JAWA TIMUR,2022,4495.38,896638.15, 199.46 
Wortel,Sayuran,36,BANTEN,2022,19,1814.75, 95.51 
Wortel,Sayuran,51,BALI,2022,272,18313.4, 67.33 
Wortel,Sayuran,52,NUSA TENGGARA BARAT,2022,339,48780, 143.89 
Wortel,Sayuran,53,NUSA TENGGARA TIMUR,2022,344.83,35228.63, 102.16 
Wortel,Sayuran,61,KALIMANTAN BARAT,2022,0,0, -   
Wortel,Sayuran,62,KALIMANTAN TENGAH,2022,0,0, -   
Wortel,Sayuran,63,KALIMANTAN SELATAN,2022,0,0, -   
Wortel,Sayuran,64,KALIMANTAN TIMUR,2022,0,0, -   
Wortel,Sayuran,65,KALIMANTAN UTARA,2022,0,0, -   
Wortel,Sayuran,71,SULAWESI UTARA,2022,2372.21,586902.39, 247.41 
Wortel,Sayuran,72,SULAWESI TENGAH,2022,374.25,54694.45, 146.14 
Wortel,Sayuran,73,SULAWESI SELATAN,2022,5990.8,701535.42, 117.10 
Wortel,Sayuran,74,SULAWESI TENGGARA,2022,0,0, -   
Wortel,Sayuran,75,GORONTALO,2022,0,0, -   
Wortel,Sayuran,76,SULAWESI BARAT,2022,10,88, 8.80 
Wortel,Sayuran,81,MALUKU,2022,19,484, 25.47 
Wortel,Sayuran,82,MALUKU UTARA,2022,0,0, -   
Wortel,Sayuran,91,PAPUA BARAT,2022,78.97,498.39, 6.31 
Wortel,Sayuran,94,PAPUA,2022,11,155, 14.09 
Kubis,Sayuran,11,Aceh,2020,458.5,60700, 132.39 
Kubis,Sayuran,12,Sumatera Utara,2020,7708.8,2019661, 261.99 
Kubis,Sayuran,13,Sumatera Barat,2020,6642,2117108, 318.75 
Kubis,Sayuran,14,Riau,2020,0.25,8, 32.00 
Kubis,Sayuran,15,Jambi,2020,1768,421648, 238.49 
Kubis,Sayuran,16,Sumatera Selatan,2020,302,39137, 129.59 
Kubis,Sayuran,17,Bengkulu,2020,2039,729174, 357.61 
Kubis,Sayuran,18,Lampung,2020,415,77635, 187.07 
Kubis,Sayuran,19,Kep. Bangka Belitung,2020,0,0, -   
Kubis,Sayuran,21,Kep. Riau,2020,0,0, -   
Kubis,Sayuran,31,DKI Jakarta,2020,0,0, -   
Kubis,Sayuran,32,Jawa Barat,2020,11201,2489232, 222.23 
Kubis,Sayuran,33,Jawa Tengah,2020,14283,2455018, 171.88 
Kubis,Sayuran,34,DI Yogyakarta,2020,0,0, -   
Kubis,Sayuran,35,Jawa Timur,2020,13034,2037079, 156.29 
Kubis,Sayuran,36,Banten,2020,2,25, 12.50 
Kubis,Sayuran,51,Bali,2020,931,265169, 284.82 
Kubis,Sayuran,52,Nusa Tenggara Barat,2020,551.8200015,84493, 153.12 
